EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE
10046120,LOUISIANA,1980,April,Hail,C,RAPIDES,0,0,0,0,0,0,
10065016,NEBRASKA,1980,May,Hail,C,KNOX,0,0,0,0,0,0,
10065375,NEBRASKA,1980,July,Thunderstorm Wind,C,DUNDY,0,0,0,0,0,0,
10054907,MINNESOTA,1980,September,Thunderstorm Wind,C,RENVILLE,0,0,0,0,0,0,
9975991,ALABAMA,1980,September,Thunderstorm Wind,C,BIBB,0,0,0,0,0,0,
9975992,ALABAMA,1980,November,Tornado,C,BALDWIN,0,0,0,0,25K,0,F0
10075651,NEW YORK,1980,June,Hail,C,GENESEE,0,0,0,0,0,0,
10058560,MISSOURI,1980,May,Thunderstorm Wind,C,CEDAR,0,0,0,0,0,0,
10058526,MISSOURI,1980,April,Tornado,C,FRANKLIN,0,0,0,0,250K,0,F2
10066131,NEBRASKA,1980,May,Hail,C,WEBSTER,0,0,0,0,0,0,
10052665,MINNESOTA,1980,June,Hail,C,MARTIN,0,0,0,0,0,0,
9977765,ALABAMA,1980,April,Hail,C,ETOWAH,0,0,0,0,0,0,
9977766,ALABAMA,1980,May,Thunderstorm Wind,C,LAUDERDALE,0,0,0,0,0,0,
9977767,ALABAMA,1980,May,Thunderstorm Wind,C,ESCAMBIA,0,0,0,0,0,0,
9977768,ALABAMA,1980,May,Tornado,C,MOBILE,0,0,0,0,2.5K,0,F0
9977769,ALABAMA,1980,May,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
9977770,ALABAMA,1980,May,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
9977771,ALABAMA,1980,May,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
9977772,ALABAMA,1980,May,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
9977774,ALABAMA,1980,May,Tornado,C,BALDWIN,0,0,0,0,25K,0,F1
9977775,ALABAMA,1980,May,Tornado,C,BALDWIN,0,0,0,0,25K,0,F1
9977748,ALABAMA,1980,April,Thunderstorm Wind,C,CLEBURNE,0,0,0,0,0,0,
9977749,ALABAMA,1980,April,Tornado,C,MOBILE,0,0,0,0,25K,0,F1
9977750,ALABAMA,1980,April,Tornado,C,MOBILE,0,0,0,0,.25K,0,F1
9977751,ALABAMA,1980,April,Tornado,C,MOBILE,0,0,0,0,2.5K,0,F1
9977752,ALABAMA,1980,April,Tornado,C,BALDWIN,0,0,0,0,25K,0,F2
9977753,ALABAMA,1980,April,Tornado,C,MOBILE,0,0,0,0,25K,0,F1
9977754,ALABAMA,1980,April,Thunderstorm Wind,C,MONTGOMERY,0,0,0,0,0,0,
9977755,ALABAMA,1980,April,Thunderstorm Wind,C,CLAY,0,0,0,0,0,0,
9977756,ALABAMA,1980,April,Tornado,C,LEE,13,0,0,0,2.5M,0,F2
9977757,ALABAMA,1980,April,Thunderstorm Wind,C,CHAMBERS,0,0,0,0,0,0,
9977758,ALABAMA,1980,April,Thunderstorm Wind,C,LEE,0,0,0,0,0,0,
9977759,ALABAMA,1980,April,Thunderstorm Wind,C,GENEVA,0,0,0,0,0,0,
9977760,ALABAMA,1980,April,Tornado,C,JEFFERSON,0,0,0,0,250K,0,F2
9977724,ALABAMA,1980,March,Tornado,C,BIBB,0,0,0,0,2.5K,0,F1
9977725,ALABAMA,1980,March,Hail,C,SHELBY,0,0,0,0,0,0,
9977726,ALABAMA,1980,March,Tornado,C,HOUSTON,5,0,0,0,250K,0,F2
9977728,ALABAMA,1980,March,Tornado,C,CLARKE,0,0,0,0,25K,0,F1
9977729,ALABAMA,1980,March,Thunderstorm Wind,C,MONROE,0,0,0,0,0,0,
9977730,ALABAMA,1980,March,Tornado,C,CLARKE,0,0,0,0,2.5K,0,F1
9977732,ALABAMA,1980,March,Tornado,C,JEFFERSON,0,0,0,0,0K,0,F1
9977733,ALABAMA,1980,March,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0,
9977734,ALABAMA,1980,March,Thunderstorm Wind,C,CLARKE,0,0,0,0,0,0,
9977735,ALABAMA,1980,March,Thunderstorm Wind,C,CLARKE,0,0,0,0,0,0,
9977736,ALABAMA,1980,March,Tornado,C,TALLADEGA,6,0,0,0,250K,0,F2
9977737,ALABAMA,1980,March,Thunderstorm Wind,C,BALDWIN,0,0,0,0,0,0,
9977738,ALABAMA,1980,March,Thunderstorm Wind,C,CHAMBERS,0,0,0,0,0,0,
9977739,ALABAMA,1980,March,Thunderstorm Wind,C,COFFEE,0,0,0,0,0,0,
9977740,ALABAMA,1980,April,Hail,C,TALLADEGA,0,0,0,0,0,0,
9977741,ALABAMA,1980,April,Hail,C,GENEVA,0,0,0,0,0,0,
9977742,ALABAMA,1980,April,Hail,C,LEE,0,0,0,0,0,0,
9977743,ALABAMA,1980,April,Hail,C,MOBILE,0,0,0,0,0,0,
9977744,ALABAMA,1980,April,Hail,C,MOBILE,0,0,0,0,0,0,
9977745,ALABAMA,1980,April,Thunderstorm Wind,C,COVINGTON,0,0,0,0,0,0,
9977746,ALABAMA,1980,April,Tornado,C,GENEVA,1,0,0,0,250K,0,F2
9977747,ALABAMA,1980,April,Thunderstorm Wind,C,GENEVA,0,0,0,0,0,0,
10054641,MINNESOTA,1980,August,Thunderstorm Wind,C,WRIGHT,0,0,0,0,0,0,
10065364,NEBRASKA,1980,July,Hail,C,DODGE,0,0,0,0,0,0,
9977763,ALABAMA,1980,April,Hail,C,CLAY,0,0,0,0,0,0,
9977764,ALABAMA,1980,April,Tornado,C,ETOWAH,0,0,0,0,25K,0,F2
9977715,ALABAMA,1980,February,Hail,C,TALLAPOOSA,0,0,0,0,0,0,
9977716,ALABAMA,1980,February,Hail,C,CHAMBERS,0,0,0,0,0,0,
9977717,ALABAMA,1980,March,Hail,C,ST. CLAIR,0,0,0,0,0,0,
9977718,ALABAMA,1980,March,Hail,C,TALLAPOOSA,0,0,0,0,0,0,
9977719,ALABAMA,1980,March,Hail,C,TALLAPOOSA,0,0,0,0,0,0,
9977720,ALABAMA,1980,March,Hail,C,BULLOCK,0,0,0,0,0,0,
9977721,ALABAMA,1980,March,Thunderstorm Wind,C,MOBILE,0,0,0,0,0,0,
9977722,ALABAMA,1980,March,Thunderstorm Wind,C,ESCAMBIA,0,0,0,0,0,0,
9977723,ALABAMA,1980,March,Thunderstorm Wind,C,MOBILE,0,0,0,0,0,0,
9977761,ALABAMA,1980,April,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
10057138,MISSOURI,1980,October,Hail,C,HICKORY,0,0,0,0,0,0,
10067305,NEBRASKA,1980,June,Thunderstorm Wind,C,HOWARD,0,0,0,0,0,0,
10071370,MONTANA,1980,May,Thunderstorm Wind,C,FERGUS,0,0,0,0,0,0,
10017321,INDIANA,1980,April,Hail,C,FAYETTE,0,0,0,0,0,0,
9996716,GEORGIA,1980,July,Thunderstorm Wind,C,BACON,0,0,0,0,0,0,
10022846,KANSAS,1980,May,Hail,C,SHAWNEE,0,0,0,0,0,0,
10115852,PENNSYLVANIA,1980,May,Thunderstorm Wind,C,FRANKLIN,0,0,0,0,0,0,
10096703,OHIO,1980,July,Thunderstorm Wind,C,HARDIN,0,0,0,0,0,0,
10107535,OKLAHOMA,1980,May,Tornado,C,ROGER MILLS,1,0,0,0,2.5M,0,F2
9998543,FLORIDA,1980,April,Thunderstorm Wind,C,BROWARD,0,0,0,0,0,0,
10006374,ILLINOIS,1980,June,Thunderstorm Wind,C,JO DAVIESS,0,0,0,0,0,0,
9998584,FLORIDA,1980,June,Tornado,C,PALM BEACH,1,0,0,0,2.5M,0,F1
10089973,NORTH CAROLINA,1980,May,Thunderstorm Wind,C,BLADEN,0,0,0,0,0,0,
10022858,KANSAS,1980,May,Hail,C,PHILLIPS,0,0,0,0,0,0,
10086021,NORTH DAKOTA,1980,August,Hail,C,MORTON,0,0,0,0,0,0,
10097833,OHIO,1980,August,Hail,C,WAYNE,0,0,0,0,0,0,
10106884,OKLAHOMA,1980,April,Tornado,C,DELAWARE,0,0,0,0,250K,0,F2
10124534,SOUTH DAKOTA,1980,May,Hail,C,BROWN,0,0,0,0,0,0,
10012553,IOWA,1980,July,Hail,C,WINNESHIEK,0,0,0,0,0,0,
10018421,INDIANA,1980,June,Hail,C,HAMILTON,0,0,0,0,0,0,
10011429,IOWA,1980,June,Hail,C,HARRISON,0,0,0,0,0,0,
10021467,KANSAS,1980,October,Thunderstorm Wind,C,LYON,0,0,0,0,0,0,
10018460,INDIANA,1980,June,Thunderstorm Wind,C,DELAWARE,0,0,0,0,0,0,
10018487,INDIANA,1980,June,Thunderstorm Wind,C,OWEN,0,0,0,0,0,0,
10125016,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,LYMAN,0,0,0,0,0,0,
10123616,SOUTH DAKOTA,1980,May,Thunderstorm Wind,C,CODINGTON,0,0,0,0,0,0,
10107145,OKLAHOMA,1980,May,Hail,C,CUSTER,0,0,0,0,0,0,
10096451,OHIO,1980,July,Thunderstorm Wind,C,HAMILTON,0,0,0,0,0,0,
10098866,OHIO,1980,June,Thunderstorm Wind,C,MONTGOMERY,0,0,0,0,0,0,
10041303,MASSACHUSETTS,1980,July,Thunderstorm Wind,C,WORCESTER,0,0,0,0,0,0,
10042782,LOUISIANA,1980,August,Thunderstorm Wind,C,MADISON,0,0,0,0,0,0,
10020347,KANSAS,1980,August,Hail,C,MARSHALL,0,0,0,0,0,0,
10020375,KANSAS,1980,September,Thunderstorm Wind,C,WYANDOTTE,0,0,0,0,0,0,
10110764,SOUTH CAROLINA,1980,August,Thunderstorm Wind,C,GREENVILLE,0,0,0,0,0,0,
10039302,MICHIGAN,1980,April,Tornado,C,ALPENA,0,0,0,0,.25K,0,F0
10041863,MICHIGAN,1980,September,Hail,C,BRANCH,0,0,0,0,0,0,
9995605,GEORGIA,1980,May,Tornado,C,PIKE,0,0,0,0,25K,0,F1
10012579,IOWA,1980,August,Thunderstorm Wind,C,JOHNSON,0,0,0,0,0,0,
10018505,INDIANA,1980,June,Tornado,C,VANDERBURGH,0,0,0,0,0K,0,F1
10127873,TEXAS,1980,April,Hail,C,BURNET,0,0,0,0,0,0,
10128992,TEXAS,1980,May,Thunderstorm Wind,C,JOHNSON,0,0,0,0,0,0,
10127720,TEXAS,1980,August,Thunderstorm Wind,C,KENEDY,0,0,0,0,0,0,
10128976,TEXAS,1980,May,Hail,C,GREGG,0,0,0,0,0,0,
10130201,TEXAS,1980,June,Hail,C,GRAY,0,0,0,0,0,0,
10127939,TEXAS,1980,May,Hail,C,KENDALL,0,0,0,0,0,0,
10004164,ILLINOIS,1980,August,Thunderstorm Wind,C,HENRY,0,0,0,0,0,0,
10127922,TEXAS,1980,May,Hail,C,DIMMIT,0,0,0,0,0,0,
10130180,TEXAS,1980,May,Tornado,C,SWISHER,0,0,0,0,.25K,0,F2
10032159,KENTUCKY,1980,August,Thunderstorm Wind,C,GRANT,0,0,0,0,0,0,
10001884,FLORIDA,1980,March,Tornado,C,DUVAL,0,0,0,0,25K,0,F1
9998535,FLORIDA,1980,April,Thunderstorm Wind,C,HIGHLANDS,0,0,0,0,0,0,
10125647,SOUTH DAKOTA,1980,August,Thunderstorm Wind,C,LINCOLN,0,0,0,0,0,0,
10148814,WEST VIRGINIA,1980,July,Hail,C,MCDOWELL,0,0,0,0,0,0,
10129364,TEXAS,1980,May,Hail,C,WILBARGER,0,0,0,0,0,0,
10131246,TEXAS,1980,April,Hail,C,BURNET,0,0,0,0,0,0,
10128868,TEXAS,1980,September,Tornado,C,GAINES,0,0,0,0,.03K,0,F0
10149178,WISCONSIN,1980,July,Thunderstorm Wind,C,JUNEAU,0,0,0,0,0,0,
10130106,TEXAS,1980,May,Thunderstorm Wind,C,REFUGIO,0,0,0,0,0,0,
10147707,WEST VIRGINIA,1980,June,Tornado,C,MONONGALIA,0,0,0,0,2.5M,0,F3
10149939,VIRGINIA,1980,July,Thunderstorm Wind,C,PITTSYLVANIA,0,0,0,0,0,0,
10152334,WISCONSIN,1980,July,Hail,C,ST. CROIX,0,0,0,0,0,0,
10153266,VIRGINIA,1980,April,Thunderstorm Wind,C,NEWPORT NEWS (C),0,0,0,0,0,0,
10152107,WISCONSIN,1980,July,Thunderstorm Wind,C,CALUMET,0,0,0,0,0,0,
9978637,ALABAMA,1980,May,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
10081510,NEW JERSEY,1980,June,Tornado,C,BURLINGTON,0,0,0,0,25K,0,F1
10081511,NEW JERSEY,1980,June,Hail,C,MERCER,0,0,0,0,0,0,
10081512,NEW JERSEY,1980,June,Thunderstorm Wind,C,MERCER,0,0,0,0,0,0,
10081513,NEW JERSEY,1980,June,Thunderstorm Wind,C,ESSEX,0,0,0,0,0,0,
10081514,NEW JERSEY,1980,June,Hail,C,CAMDEN,0,0,0,0,0,0,
10081515,NEW JERSEY,1980,June,Thunderstorm Wind,C,CAMDEN,0,0,0,0,0,0,
10081516,NEW JERSEY,1980,June,Hail,C,ATLANTIC,0,0,0,0,0,0,
10081518,NEW JERSEY,1980,June,Hail,C,OCEAN,0,0,0,0,0,0,
10081519,NEW JERSEY,1980,June,Thunderstorm Wind,C,OCEAN,0,0,0,0,0,0,
10081520,NEW JERSEY,1980,June,Thunderstorm Wind,C,CAPE MAY,0,0,0,0,0,0,
10081521,NEW JERSEY,1980,June,Thunderstorm Wind,C,CAPE MAY,0,0,0,0,0,0,
10081522,NEW JERSEY,1980,June,Thunderstorm Wind,C,CAPE MAY,0,0,0,0,0,0,
10081523,NEW JERSEY,1980,June,Thunderstorm Wind,C,CAPE MAY,0,0,0,0,0,0,
10081524,NEW JERSEY,1980,June,Hail,C,ATLANTIC,0,0,0,0,0,0,
10081525,NEW JERSEY,1980,June,Hail,C,ATLANTIC,0,0,0,0,0,0,
10081526,NEW JERSEY,1980,June,Hail,C,SALEM,0,0,0,0,0,0,
10081527,NEW JERSEY,1980,June,Thunderstorm Wind,C,SALEM,0,0,0,0,0,0,
10081528,NEW JERSEY,1980,July,Hail,C,WARREN,0,0,0,0,0,0,
10081529,NEW JERSEY,1980,July,Thunderstorm Wind,C,BURLINGTON,0,0,0,0,0,0,
10081530,NEW JERSEY,1980,July,Thunderstorm Wind,C,MONMOUTH,0,0,0,0,0,0,
10081531,NEW JERSEY,1980,July,Thunderstorm Wind,C,MERCER,0,0,0,0,0,0,
10053577,MINNESOTA,1980,September,Hail,C,CROW WING,0,0,0,0,0,0,
10110762,SOUTH CAROLINA,1980,August,Thunderstorm Wind,C,PICKENS,0,0,0,0,0,0,
10110763,SOUTH CAROLINA,1980,August,Thunderstorm Wind,C,ORANGEBURG,0,0,0,0,0,0,
10110765,SOUTH CAROLINA,1980,August,Thunderstorm Wind,C,GREENVILLE,0,0,0,0,0,0,
10110766,SOUTH CAROLINA,1980,September,Thunderstorm Wind,C,MARION,0,0,0,0,0,0,
10110767,SOUTH CAROLINA,1980,September,Thunderstorm Wind,C,CHEROKEE,0,0,0,0,0,0,
10039319,MICHIGAN,1980,May,Thunderstorm Wind,C,NEWAYGO,0,0,0,0,0,0,
10039320,MICHIGAN,1980,May,Thunderstorm Wind,C,KALAMAZOO,0,0,0,0,0,0,
10039321,MICHIGAN,1980,May,Tornado,C,CALHOUN,0,0,0,0,25K,0,F1
10039322,MICHIGAN,1980,May,Tornado,C,JACKSON,0,0,0,0,2.5K,0,F0
10039323,MICHIGAN,1980,May,Thunderstorm Wind,C,WASHTENAW,0,0,0,0,0,0,
10039324,MICHIGAN,1980,June,Thunderstorm Wind,C,HILLSDALE,0,0,0,0,0,0,
10039325,MICHIGAN,1980,June,Thunderstorm Wind,C,JACKSON,0,0,0,0,0,0,
10039326,MICHIGAN,1980,June,Hail,C,HILLSDALE,0,0,0,0,0,0,
10039327,MICHIGAN,1980,June,Hail,C,WASHTENAW,0,0,0,0,0,0,
10039328,MICHIGAN,1980,June,Tornado,C,WASHTENAW,0,0,0,0,2.5K,0,F1
10039329,MICHIGAN,1980,June,Thunderstorm Wind,C,BERRIEN,0,0,0,0,0,0,
10039330,MICHIGAN,1980,June,Thunderstorm Wind,C,CASS,0,0,0,0,0,0,
10039331,MICHIGAN,1980,June,Tornado,C,BERRIEN,0,0,0,0,25K,0,F1
10078635,NEW YORK,1980,July,Hail,C,ONEIDA,0,0,0,0,0,0,
10078636,NEW YORK,1980,July,Tornado,C,ALBANY,0,0,0,0,2.5K,0,F0
10055992,MISSOURI,1980,August,Hail,C,CLARK,0,0,0,0,0,0,
10055993,MISSOURI,1980,August,Thunderstorm Wind,C,CLARK,0,0,0,0,0,0,
10055994,MISSOURI,1980,August,Thunderstorm Wind,C,LEWIS,0,0,0,0,0,0,
10055995,MISSOURI,1980,August,Thunderstorm Wind,C,LACLEDE,0,0,0,0,0,0,
10055996,MISSOURI,1980,August,Hail,C,ST. LOUIS,0,0,0,0,0,0,
10055997,MISSOURI,1980,August,Thunderstorm Wind,C,ST. LOUIS,0,0,0,0,0,0,
10055998,MISSOURI,1980,August,Hail,C,CALLAWAY,0,0,0,0,0,0,
10055999,MISSOURI,1980,August,Thunderstorm Wind,C,LACLEDE,0,0,0,0,0,0,
10056000,MISSOURI,1980,August,Thunderstorm Wind,C,GRUNDY,0,0,0,0,0,0,
10056001,MISSOURI,1980,August,Thunderstorm Wind,C,ADAIR,0,0,0,0,0,0,
10056002,MISSOURI,1980,August,Thunderstorm Wind,C,ADAIR,0,0,0,0,0,0,
10056003,MISSOURI,1980,August,Thunderstorm Wind,C,LINN,0,0,0,0,0,0,
10056004,MISSOURI,1980,August,Thunderstorm Wind,C,LINN,0,0,0,0,0,0,
10115900,PENNSYLVANIA,1980,July,Thunderstorm Wind,C,BERKS,0,0,0,0,0,0,
10115901,PENNSYLVANIA,1980,July,Hail,C,LYCOMING,0,0,0,0,0,0,
10115902,PENNSYLVANIA,1980,July,Hail,C,LACKAWANNA,0,0,0,0,0,0,
10056009,MISSOURI,1980,August,Thunderstorm Wind,C,HENRY,0,0,0,0,0,0,
10056010,MISSOURI,1980,August,Thunderstorm Wind,C,CASS,0,0,0,0,0,0,
10056011,MISSOURI,1980,August,Thunderstorm Wind,C,PETTIS,0,0,0,0,0,0,
10056012,MISSOURI,1980,August,Thunderstorm Wind,C,MCDONALD,0,0,0,0,0,0,
10056013,MISSOURI,1980,August,Thunderstorm Wind,C,ST. CLAIR,0,0,0,0,0,0,
10056014,MISSOURI,1980,August,Thunderstorm Wind,C,CASS,0,0,0,0,0,0,
10056015,MISSOURI,1980,August,Thunderstorm Wind,C,RALLS,0,0,0,0,0,0,
10107109,OKLAHOMA,1980,April,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0,
10107753,OKLAHOMA,1980,May,Hail,C,HARMON,0,0,0,0,0,0,
10107754,OKLAHOMA,1980,May,Thunderstorm Wind,C,CANADIAN,0,0,0,0,0,0,
10056016,MISSOURI,1980,August,Thunderstorm Wind,C,LEWIS,0,0,0,0,0,0,
10056017,MISSOURI,1980,August,Thunderstorm Wind,C,MARION,0,0,0,0,0,0,
10056018,MISSOURI,1980,August,Thunderstorm Wind,C,CASS,0,0,0,0,0,0,
10056019,MISSOURI,1980,August,Thunderstorm Wind,C,SULLIVAN,0,0,0,0,0,0,
10056020,MISSOURI,1980,August,Thunderstorm Wind,C,CLAY,0,0,0,0,0,0,
10056021,MISSOURI,1980,September,Hail,C,CAMDEN,0,0,0,0,0,0,
10056022,MISSOURI,1980,September,Hail,C,CASS,0,0,0,0,0,0,
10056023,MISSOURI,1980,September,Hail,C,PETTIS,0,0,0,0,0,0,
10056024,MISSOURI,1980,September,Thunderstorm Wind,C,BENTON,0,0,0,0,0,0,
10056025,MISSOURI,1980,September,Thunderstorm Wind,C,PETTIS,0,0,0,0,0,0,
10056027,MISSOURI,1980,September,Thunderstorm Wind,C,SULLIVAN,0,0,0,0,0,0,
10056028,MISSOURI,1980,September,Thunderstorm Wind,C,PETTIS,0,0,0,0,0,0,
10056029,MISSOURI,1980,September,Thunderstorm Wind,C,PETTIS,0,0,0,0,0,0,
10056030,MISSOURI,1980,September,Thunderstorm Wind,C,MARION,0,0,0,0,0,0,
10056031,MISSOURI,1980,September,Thunderstorm Wind,C,PIKE,0,0,0,0,0,0,
10056032,MISSOURI,1980,September,Thunderstorm Wind,C,BARRY,0,0,0,0,0,0,
10041305,MASSACHUSETTS,1980,August,Thunderstorm Wind,C,BRISTOL,0,0,0,0,0,0,
10041306,MASSACHUSETTS,1980,September,Thunderstorm Wind,C,FRANKLIN,0,0,0,0,0,0,
10097582,OHIO,1980,July,Thunderstorm Wind,C,STARK,0,0,0,0,0,0,
10097583,OHIO,1980,July,Thunderstorm Wind,C,HOLMES,0,0,0,0,0,0,
10097584,OHIO,1980,July,Thunderstorm Wind,C,WAYNE,0,0,0,0,0,0,
10097585,OHIO,1980,July,Thunderstorm Wind,C,MAHONING,0,0,0,0,0,0,
10097586,OHIO,1980,July,Thunderstorm Wind,C,COLUMBIANA,0,0,0,0,0,0,
10125018,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,WALWORTH,0,0,0,0,0,0,
10125019,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,WALWORTH,0,0,0,0,0,0,
10125020,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,WALWORTH,0,0,0,0,0,0,
10125021,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,POTTER,0,0,0,0,0,0,
10125022,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,WALWORTH,0,0,0,0,0,0,
10125023,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,EDMUNDS,0,0,0,0,0,0,
10125024,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,POTTER,0,0,0,0,0,0,
10125025,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,EDMUNDS,0,0,0,0,0,0,
10125026,SOUTH DAKOTA,1980,July,Thunderstorm Wind,C,EDMUNDS,0,0,0,0,0,0,
10107755,OKLAHOMA,1980,May,Thunderstorm Wind,C,MCCLAIN,0,0,0,0,0,0,
10043698,LOUISIANA,1980,October,Tornado,C,LAFAYETTE,4,0,0,0,250K,0,F2
10108903,OKLAHOMA,1980,June,Thunderstorm Wind,C,CRAIG,0,0,0,0,0,0,
10123865,SOUTH DAKOTA,1980,June,Tornado,C,PERKINS,0,0,0,0,0K,0,
10123866,SOUTH DAKOTA,1980,June,Tornado,C,PERKINS,0,0,0,0,0K,0,
10123867,SOUTH DAKOTA,1980,June,Tornado,C,PERKINS,0,0,0,0,0K,0,
10123868,SOUTH DAKOTA,1980,June,Tornado,C,PERKINS,0,0,0,0,0K,0,
10123869,SOUTH DAKOTA,1980,June,Tornado,C,PERKINS,0,0,0,0,0K,0,
10123870,SOUTH DAKOTA,1980,June,Tornado,C,PERKINS,0,0,0,0,25K,0,F0
10123871,SOUTH DAKOTA,1980,June,Hail,C,TODD,0,0,0,0,0,0,
10123872,SOUTH DAKOTA,1980,June,Hail,C,CAMPBELL,0,0,0,0,0,0,
10115888,PENNSYLVANIA,1980,June,Thunderstorm Wind,C,MCKEAN,0,0,0,0,0,0,
10115889,PENNSYLVANIA,1980,June,Hail,C,LANCASTER,0,0,0,0,0,0,
10115891,PENNSYLVANIA,1980,July,Thunderstorm Wind,C,LYCOMING,0,0,0,0,0,0,
10115892,PENNSYLVANIA,1980,July,Hail,C,MERCER,0,0,0,0,0,0,
10115893,PENNSYLVANIA,1980,July,Hail,C,ERIE,0,0,0,0,0,0,
10115894,PENNSYLVANIA,1980,July,Hail,C,ERIE,0,0,0,0,0,0,
10115895,PENNSYLVANIA,1980,July,Hail,C,ALLEGHENY,0,0,0,0,0,0,
10115896,PENNSYLVANIA,1980,July,Hail,C,CRAWFORD,0,0,0,0,0,0,
10115897,PENNSYLVANIA,1980,July,Thunderstorm Wind,C,CRAWFORD,0,0,0,0,0,0,
10115898,PENNSYLVANIA,1980,July,Hail,C,CENTRE,0,0,0,0,0,0,
10115899,PENNSYLVANIA,1980,July,Thunderstorm Wind,C,CAMBRIA,0,0,0,0,0,0,
10057136,MISSOURI,1980,October,Hail,C,DADE,0,0,0,0,0,0,
10057137,MISSOURI,1980,October,Thunderstorm Wind,C,DADE,0,0,0,0,0,0,
10057139,MISSOURI,1980,October,Thunderstorm Wind,C,LAWRENCE,0,0,0,0,0,0,
10057140,MISSOURI,1980,October,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
10056005,MISSOURI,1980,August,Thunderstorm Wind,C,SCHUYLER,0,0,0,0,0,0,
10056006,MISSOURI,1980,August,Thunderstorm Wind,C,SCHUYLER,0,0,0,0,0,0,
10056007,MISSOURI,1980,August,Thunderstorm Wind,C,ADAIR,0,0,0,0,0,0,
10056008,MISSOURI,1980,August,Thunderstorm Wind,C,KNOX,0,0,0,0,0,0,
10106011,OKLAHOMA,1980,April,Tornado,C,BRYAN,0,0,0,0,25K,0,F2
10106012,OKLAHOMA,1980,April,Hail,C,BRYAN,0,0,0,0,0,0,
10045014,MICHIGAN,1980,July,Thunderstorm Wind,C,CASS,0,0,0,0,0,0,
10045015,MICHIGAN,1980,July,Thunderstorm Wind,C,VAN BUREN,0,0,0,0,0,0,
10045016,MICHIGAN,1980,July,Thunderstorm Wind,C,ALLEGAN,0,0,0,0,0,0,
10045017,MICHIGAN,1980,July,Thunderstorm Wind,C,ST. JOSEPH,0,0,0,0,0,0,
10045018,MICHIGAN,1980,July,Thunderstorm Wind,C,KALAMAZOO,0,0,0,0,0,0,
10045019,MICHIGAN,1980,July,Thunderstorm Wind,C,BERRIEN,0,0,0,0,0,0,
10052717,MINNESOTA,1980,June,Hail,C,LINCOLN,0,0,0,0,0,0,
10052718,MINNESOTA,1980,June,Hail,C,RAMSEY,0,0,0,0,0,0,
10052719,MINNESOTA,1980,June,Hail,C,CLAY,0,0,0,0,0,0,
10052720,MINNESOTA,1980,June,Hail,C,WASHINGTON,0,0,0,0,0,0,
10052721,MINNESOTA,1980,June,Tornado,C,WATONWAN,0,0,0,0,2.5K,0,F0
10044988,MICHIGAN,1980,July,Hail,C,ROSCOMMON,0,0,0,0,0,0,
10044989,MICHIGAN,1980,July,Hail,C,IOSCO,0,0,0,0,0,0,
10044990,MICHIGAN,1980,July,Hail,C,CRAWFORD,0,0,0,0,0,0,
10044991,MICHIGAN,1980,July,Thunderstorm Wind,C,OSCEOLA,0,0,0,0,0,0,
10125002,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,YANKTON,0,0,0,0,0,0,
10125003,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,YANKTON,0,0,0,0,0,0,
10125004,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,YANKTON,0,0,0,0,0,0,
10125005,SOUTH DAKOTA,1980,June,Hail,C,ZIEBACH,0,0,0,0,0,0,
10125006,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,HUGHES,0,0,0,0,0,0,
10125007,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,BENNETT,0,0,0,0,0,0,
10125008,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,BRULE,0,0,0,0,0,0,
10125009,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,TRIPP,0,0,0,0,0,0,
10125010,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,CHARLES MIX,0,0,0,0,0,0,
10125011,SOUTH DAKOTA,1980,June,Thunderstorm Wind,C,LYMAN,0,0,0,0,0,0,
